title,company,description,location,onsite_remote,employment_type,seniority_level,job_function,industries,salary,posted_date,link
Data Analyst - Recent Graduate,PayPal,"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.Job Description Summary:We are seeking world-class problem solvers who have a passion for data and a relentless focus on execution and delivery. You will be most successful with a healthy combination of both, technical skills and business acumen. As a Data Analyst you will generate insights by conducting extensive analyses of PayPal’s rich data. In the process, you will develop a deep understanding of the payments business, our site functionality, further strengthen your analytic, leadership and presentation skills and gain exposure to a wide variety of functional teams within PayPal.Job Description:Key ResponsibilitiesUnderstand how to make data visually appealing and simple to both navigate and comprehend for end-users  Aggregate data from various sources to construct streamlined data pipelines and integrate data from multiple PayPal systems  Identify key metrics and build exec-facing dashboards to track the progress of the business and its highest priority initiatives Identify key business levers, establish cause & effect, perform analyses, and communicate key findings to various stakeholders to facilitate data driven decision-making Work closely across the matrix with teams like Finance, Marketing, Product, Engineering and senior executives Lead and participate in special projects/initiatives: innovate and implement large-scale quality improvements to processes and/or systems by conducting data analysis and making recommendations, troubleshooting technical issues, and refining processes around customer support  Basic Requirements:Experience with any or multiple of the following: Python, Java, Tableau, Jupyter Notebooks, Teradata, Hadoop/Hive, Oracle, JavaScript, SQL, Airflow, Linux, Perl, PHP Excellent understanding of computer science fundamentals, data structures, and algorithms Demonstrated experience, familiarity and ease with handling large data sets and crunching numbers Information Retrieval (search/recommendation/classification) experience or Human Judgment/User Interface experience Strong written and verbal communication skills with the ability to translate complex problems into simpler terms, and effectively influence both peers and senior leadership Recent Graduate Position Information and Requirements:This is a Recent Graduate Full-Time position. Must have graduated within the past 12 months, or will be graduating by Spring 2023, with a Bachelor’s or Master’s degree in Computer Science, Mathematics, Statistics, or related field from an accredited college or university. Must reside in the U.S. Must be able to obtain authorization to work in the U.S. Application ProcessNote - This job posting is a general advertisement for all PayPal Data Analyst opportunities for recent graduates. Applicants will be asked to complete a skills assessment via HackerRank Following the assessment, applicants will hear back from a University Recruiter with next steps.Position Location: Varies within U.S. PayPal Office LocationsglobaluniversitygraduatedataanalyticsOur Benefits:At PayPal, we’re committed to building an equitable and inclusive global economy. And we can’t do this without our most important asset—you. That’s why we offer benefits to help you thrive in every stage of life. We champion your financial, physical, and mental health by offering valuable benefits and resources to help you care for the whole you.We have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https://www.paypalbenefits.comWho We Are:To learn more about our culture and community visit https://about.pypl.com/who-we-are/default.aspxPayPal has remained at the forefront of the digital payment revolution for more than 20 years. By leveraging technology to make financial services and commerce more convenient, affordable, and secure, the PayPal platform is empowering more than 400 million consumers and merchants in more than 200 markets to join and thrive in the global economy. For more information, visit paypal.com.PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com.As part of PayPal’s commitment to employees’ health and safety, we have established in-office Covid-19 protocols and requirements, based on expert guidance. Depending on location, this might include a Covid-19 vaccination requirement for any employee whose role requires them to work onsite. Employees may request reasonable accommodation based on a medical condition or religious belief that prevents them from being vaccinated.REQ ID R0092223",Buffalo-Niagara Falls Area,onsite,Full-time,Not Applicable,Information Technology,"Software Development, Technology, Information and Internet, and Financial Services",,22/11/2022,https://www.linkedin.com/jobs/view/data-analyst-recent-graduate-at-paypal-3364471019?refId=7aKV74baVvH%2FRwNOmaw%2ByA%3D%3D&trackingId=Wl5idVe67zjIVZhL%2BbpNOA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Compunnel Inc.,"Description8 years of Data analyst experience in Banking and Financial servicesExperience in Data analysis, Data profiling and Data mapping activitiesExperience in Data cleansing, data validation and creation of sample data feedsExpertise in writing SQL queries and data results validation. SR for Data Analyst role. LocationJob RequirementsITIL Foundation Certification, Change and Release Management, Managed QueueEducation: Bachelors Degree","Dallas, TX",onsite,Full-time,Entry level,Information Technology,IT Services and IT Consulting,,22/11/2022,https://www.linkedin.com/jobs/view/data-analyst-at-compunnel-inc-3371031493?refId=h4KlEWEWZ9F8VeckVJH4lA%3D%3D&trackingId=rEv5kQEj8u%2FFysX%2FzQR3Sw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Aditi Consulting,"Description:You are a big picture strategic problem solver with vision and insights to drive big ideas and strategic growth initiatives. You are able to communicate, educate and promote ABM projects - including providing updates and transparency to current prioritization and status. You must have the ability to represent our business and point of view with tact, articulate value, encourage engagement, and have a sense of ownership for the success of the ABM program globally. While strategic you also enjoy rolling up your sleeves to support some of our most strategic accounts.You will help to establish campaign framework with governance, strategy, KPIs and tactics. You will work with Business Units across sales and marketing to identify, prioritize accounts for ABM and campaign selection and define success metrics and measurement.To be successful in this role, you should be proficient in and comfortable with marketing, operations and communications.QualificationsVery proficient in Tableau and Salesforce Reporting8+ years of experienceMeticulous ownership and follow throughPrior responsibility over performance targetsExcellent cross-functional project management ability in a fast paced environmentSelf-starter with the ability to use data and industry insights to make strategic decisionsStrong presentation and communication skills.Ability to communicate sophisticated ideas with non-technical audiences succinctlyIntellectual curiosity and strong teamwork/collaboration proclivityProblem Solver: Strong critical thinking, creativity and can adjust on the flyA strong communicator: Excellent written and verbal communication skills.Collaborator: Natural relationship builder who can work effectively across different subject areas, time zones and cultures and thrives within a matrix organization. Ability to lead through indirect influence.Organized: Able to manage multiple simultaneous projects and consistently hit deliverables on time and to agreed quality standards.Data Driven: Analytical. You ask questions. We are an analytics company! Experience in Tableau required.Ability to understand the business and anticipate data needs. Must be comfortable with changing requirements and priorities and working in a fast paced, high pressure environment.Excellent verbal and written communication skills; ability to communicate effectively with different levels of management. Demonstrated ability to be productive with minimal supervision. Must be results oriented and able to move forward without complete information. Experience with data quality assessment and implementing solutions to improve the data quality is a plus.Thanks & RegardsHimanshu VermaSenior Technical RecruiterC: (650) 337-3961Email Id : Himanshu@aditiconsulting.comwww.aditiconsulting.comLinkedIn | Glassdoor",United States,remote,Contract,Associate,Information Technology,IT Services and IT Consulting,,22/11/2022,https://www.linkedin.com/jobs/view/data-analyst-at-aditi-consulting-3364445602?refId=SQejusk%2BFROxsFXcfp9Brg%3D%3D&trackingId=WMmU3zd%2FnV9ea6%2B4x%2FOMcg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Alan Gray LLC,"JOB SUMMARY: Alan Gray Inc. is a rapidly expanding insurance consulting services firm headquartered in downtown Boston. We are currently seeking a dynamic and professional person to provide data analysis and in support of our various insurance consulting and ad-hoc systems development projects.MAJOR DUTIES: This position is responsible for importing, creating, reviewing and analyzing various forms of data, designing and maintaining Access/SQL/Online databases, reporting data findings utilizing Access / Excel and Word, overseeing and actively participating in software implementations and effectively communicating the results of these projects to management. The person will research and identify any anomalies in the data, work well independently, meet deadlines and draft canned and ad hoc reports upon completion of data analysis. In addition, the position may require the transfer of data points from scanned/hardcopy documents into meaningful, useful data through scraping, OCR or other means of entry. Some travel may be required.QualificationsQualified candidates will have either insurance-related and/or database programming work experience or a degree plus one to three years’ experience in a related field such as finance, accounting or business analysis. The ideal candidate will have strong computer skills, proficiency in Microsoft Access and Excel, experience with SQL and relational databases, including developing/designing databases and a working knowledge of accounting principles. An understanding of basic statistics would be desirable.Alan Gray LLC is a leading audit and advisory firm with over 30 years of excellence in the insurance space. Our number one goal is to help our clients realize significant bottom line savings. We can adapt quickly to situational changes and our experienced team is committed to staying current with the latest industry information and advances in technology.","Boston, MA",hybrid,Full-time,Entry level,Information Technology,Insurance,,22/11/2022,https://www.linkedin.com/jobs/view/data-analyst-at-alan-gray-llc-3370774161?refId=x4SraviXXEq66S%2FaFgArkg%3D%3D&trackingId=I2J9WHXQAhh5xikitOwiBA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,KLA,"Company OverviewKLA is a global leader in diversified electronics for the semiconductor manufacturing ecosystem. Virtually every electronic device in the world is produced using our technologies. No laptop, smartphone, wearable device, voice-controlled gadget, flexible screen, VR device or smart car would have made it into your hands without us. KLA invents systems and solutions for the manufacturing of wafers and reticles, integrated circuits, packaging, printed circuit boards and flat panel displays. The innovative ideas and devices that are advancing humanity all begin with inspiration, research and development. KLA focuses more than average on innovation, and we invest 15% of sales back into R&D. Our expert teams of physicists, engineers, data scientists and problem-solvers work together with the world’s leading technology providers to accelerate the delivery of tomorrow’s electronic devices. Life here is exciting and our teams thrive on tackling really hard problems. There is never a dull moment with us.Group/DivisionThe Global Service Support Organization (GSS) team headquartered in Milpitas, CA is our service organization that consists of Service Sales and Marketing, Spares Supply Chain management, Field Operations, Engineering, Product Training, and Technical Support. The GSS organization partners with our field teams and customers in all business sectors to maintain the high performance and productivity of our products through a flexible portfolio of services. Our comprehensive services include proactive management of tools to identify and improve performance; expertise in optics, image processing and motion control with worldwide service engineers, 24/7 technical support teams and knowledge management systems; and an extensive parts network to ensure worldwide availability of parts.Job Description/Preferred QualificationsResponsibilities:Continuous improvement of spares demand forecast process: Our business supports a wide range of spare parts demand profiles across the fleet, from lumpy/sporadic to consistent/smooth, presenting a significant challenge in forecasting. Below is what you will be doing to drive improvements to our parts forecasting processes as follows:1. Supervise our planning system’s forecast accuracy, partner with others in the organization to drive forecast improvements accordingly:Diagnose forecast accuracy issues and demand anomalies, partner with our planning team on solutions to improve accuracy and/or mitigate riskIdentify common threads where forecasting accuracy needs improvementBased on the findings, partner with the integration team to refine the system forecast algorithm as needed2. Build forecast models based on parts life characteristics (applies to parts that have varying failure rates according to the age of the part):Perform analysis on part survival data (Kaplan-Meier survival curves and/or similar methods), identify customers/products/etc that behave differently as to be partitioned in forecast analysisBuild a regression fit to the survival data using statistical software packages to be fed into forecast simulationsReview with the part planner / engineering to settle on a forecast to be entered into the planning system3. Identify the main drivers in our spares delivery performance to be addressed: With over 10,000 transactions per month, it can be challenging to understand what is driving performance, what areas in the fleet to be concerned about, etc. In this role you will perform large scale experimentation building data driven models, using advanced analytics methods to extract value from our data.Characterize our demand transaction data to find common threads in performance degradationBuild tool sets and processes crafted for the planning organization to perform self-service analysis around root cause of performance degradationWork with the service and planning organization to investigate potential systemic issues that are weighing down performanceBuild simulation and regression tools to partition performance issues into operational gaps vs abnormal field demand patterns4. Influence product teams through presentation of data-based recommendations5. Work with IT to automate and release tool sets to support self-service analysisMinimum QualificationsBachelor's degree of 5 years OR Master's degree of 3 yearsStrong analytical skillsExperience with SQL languageExperience with statistical software, scripting languages, and packages (e.g., Python, R, MATLAB, SAS)Preferred Qualifications:Confirmed experience in conducting statistical analysis and building models with sophisticated scripting language such as Python, R, or other analytic toolsConsiderable experience in solving business problems with sophisticated analytical solutionsDatabase design, SQL a plusSupply chain experience / education a plusExperience writing requirements documents, translating business needs into technical specsExperience with Business Intelligence tools (Power BI, Tableau, Qlik, etc), experience with the Power BI / PowerPivot DAX language is a plusExperience with Snowflake a plusMinimum QualificationsBachelor’s degree with +5 years’ work experience, OR Master’s degree with +3 years’ work experience in relevant field. The company offers a competitive and comprehensive benefits package including but not limited to the following: medical, dental, vision, life, and other voluntary benefits, 401(K) including company matching, employee stock purchase program (ESPP), student debt assistance, tuition reimbursement program, financial planning benefits, employee assistance program (EAP), paid time off and paid company holidays, family care and bonding leave.KLA is proud to be an Equal Opportunity Employer. We do not discriminate on the basis of race, religion, color, national origin, sex, gender identity, gender expression, sexual orientation, age, marital status, veteran status, disability status or any other status protected by applicable law. We will ensure that qualified individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment.","Ann Arbor, MI",onsite,Full-time,Associate,Analyst,"Appliances, Electrical, and Electronics Manufacturing, Nanotechnology Research, and Semiconductor Manufacturing","$100,000.00
            -
            $120,000.00",22/11/2022,https://www.linkedin.com/jobs/view/data-analyst-at-kla-3367042645?refId=PCWTfTCT%2FimJ0RLK2JZYMw%3D%3D&trackingId=2macsOMbkYuP9%2Fd6fx%2Bf6w%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analytics Analyst,SAMSUNG SDS,"Responsibilities: • Analyze and scope requirements and create technical requirements; develop relevant use cases for Automation opportunities• Monitor and analyze data to maintain stability and consistency of maintaining data analytics tasks daily• Design, develop, and manage data analytics tools to automate various tasks such as emailing, scheduling, downloading data, and activating Excel macros• Design and create dashboards using Microsoft Excel, Power BI, Qlik Sense, and other web applications• Manage automation tasks such as: collecting data from various sources, aging delivery, and other functions as required.• Design and document technical specifications for data implementation projects• Develop test plans and test the new modules to ensure the software works as expected• Work collaboratively with director and other developers in the team through the execution of the project• Perform ad-hoc reporting and other job related duties, as required   Requirements/Qualifications: • Bachelor’s Degree required• 2+ years of Data Analytics or other relevant experience• 2+ years’ of development experience across multiple area (Python, VBA) is a plus• Experience with RPA tools is a plus• Excellent analytical and problem solving skills with strong work ethic• Master’s Degree preferred• Bilingual in English and Korean are a plus","Plano, TX",onsite,Contract,Mid-Senior level,Information Technology,IT Services and IT Consulting,"$5,800.00
            -
            $6,000.00",22/11/2022,https://www.linkedin.com/jobs/view/data-analytics-analyst-at-samsung-sds-3363350668?refId=hTNgCUL2yc24g6rYCf8srg%3D%3D&trackingId=lhPgJgMwSWW1jqO2rKghsw%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Freeman+Leonard,"Freeman+Leonard is seeking a Data Analyst for a retail clientNO C2C or VISA TRANSFER/SPONSORSHIPThis is a CONTRACT role for 3-6 months, fully remote.There is no opportunity to convert to an employee, however there is opportunity for contract extensionBelow are MUST HAVES:Advanced to Expert SQL coding skills for report development (i.e., Snowflake SQL)Experience with order management systems (OMS) testing and supporting analyticsStrong analytical skills when working with large sets of dataExperience with report creation - taking business requirements and developing reports based off of business needsThis role will be housed within the Inventory Hub Management (IHM) team, with a focus on inventory data mining and reporting in relation to order management systems (OMS) and warehouse management systems (WMS). This role will be responsible for taking business requirements and developing SQL based reports for business and technical team use. These reports will assist with day-to-day inventory management as well as OMS system pre- and post-implementation testing and monitoring. The focus OMS system management by the IHM is Manhattan Active Omni (MAO). This associate will play a key role in implementing the MAO system and will oversee IHM system reporting related to omni-channel inventory visibility and order fulfillment. This position calls for someone who has direct experience in this area, as well as proven experience in SQL coding.RESPONSIBILITIES:Manage requirement capture and development of new Inventory Hub and Manhattan Active Order Management (MAO) system reportingResponsible for managing omni-channel daily, weekly, and ad hoc inventory availability and order fulfillment reportingDefine and develop KPIs for omni-channel inventory sharing and order fulfillment performance tracking based on analytic findingsPerform analysis and make recommendations to drive optimization of inventory visibility/sharing and omni-channel order fulfillmentPotential for OMS system testing for phased MAO and MAO-impacting system implementationsKEY SKILLS / ATTRIBUTES:Robust problem-solving skills, time management skills and ability to multitask efficientlyStrong work ethic, ability to work independently in a fast-paced environmentAbility to thrive in ever evolving and changing environments, where duties are flexed based on business/project needsSubstantial capacity for following through tasks to completion in line with defined due datesAble to work effectively with all levels of the organizationsExcellent verbal and written communication skillsResults and actions oriented; approaches challenges and projects with perseveranceEDUCATION / BACKGROUND:Bachelor’s degree in accounting, business management, data analytics, computer science, finance or other relative studies from a four-year universityPreferred a minimum of 4+ years in inventory control/management, data analytics, accounting, or auditManhattan Active Omni system experience is a plusOracle Retail Systems experience is a plusSnowflake query development experience is a plus",United States,remote,Contract,Mid-Senior level,"Information Technology, Analyst, and Marketing","IT Services and IT Consulting, Retail Apparel and Fashion, and Retail",,22/11/2022,https://www.linkedin.com/jobs/view/data-analyst-at-freeman%2Bleonard-3371023186?refId=sZjuIE2CFaMinVMiFEjf%2Fw%3D%3D&trackingId=vHIPxQWW5UpZ6rY1p2Qdzw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,American Express,"At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly redefining what’s possible — and we’re proud to back each other every step of the way. When you join #TeamAmex, you become part of a diverse community of over 60,000 colleagues, all with a common goal to deliver an exceptional customer experience every day. We back our colleagues with the support they need to thrive, professionally and personally. That’s why we have Amex Flex, our enterprise working model that provides greater flexibility to colleagues while ensuring we preserve the important aspects of our unique in-person culture. Depending on role and business needs, colleagues will either work onsite, in a hybrid model (combination of in-office and virtual days) or fully virtually.Create and develop metrics in an objective and sustainable manner to identify performance trends and issues in a succinct and visual mannerDeliver high quality and accurate results in a timely mannerPrioritize day-to-day tasks and monthly/quarterly/annual deliverables with ad-hoc requests without impacting quality or timelinessAs a subject matter expert, the candidate will act in a lead role with cross-functional teams to understand metrics and reporting needsThe candidate will be involved in metrics needs assessments, along with the planning, collection, analysis, interpretation, and reporting of both quality and productivity metricsPrepares and delivers reports, recommendations or alternatives that address existing and potential trouble areas in procurement operationsManaging quality metrics & assist in standardization / continuous improvement and reengineering initiativesEnsure high degree of team cohesiveness & engagementEnsure compliance to standard American reporting techniquesPredictive Analysis and visualizations for senior leadership MISData mining using state-of-the-art methodsDeliver high quality and accurate results in a timely mannerEnhancing data collection procedures to include information that is relevant for building analytic systemsProcessing, cleansing, and verifying the integrity of data used for analysisDoing ad-hoc analysis and presenting results in a clear mannerCreating automated anomaly detection systems and constant tracking of its performanceQualifications:4-6+ years of experience in Analytics.Bachelor’s or Master’s degree relevant to the industry (other credentials will be a plus)Requires proven success and experience in MIS and related functionsStrong analytical bend and experience on analytics tools like OBIEE, Tableau, SQL, AlteryxExcellent Visual Design skills with sensitivity to user-system interaction – experience in developing reporting solutions towards complex multi-paneled, interactive dashboardsSource to Pay Procurement knowledge would be preferredKnowledge of operational metrics, dashboard reporting, driving SLA driven deadlines and operations is a pre-requisiteCustomer management/ customer interface with experience and ability to proactively anticipate customer needs and identify their specific requirementsIndependent and self-motivated, capable of executing under uncertainty with multiple priorities, in a fast-paced environmentStrong strategic thinking skills, with the ability to identify and assess key drivers of success, implications of alternatives and recommendations for executionStrong communication and relationship building skillsProven strong performance behavior in previous roleAmerican Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability status, age, or any other status protected by law. Employment eligibility to work with American Express in the U.S. is required as the company will not pursue visa sponsorship for this position.US Job Seekers/Employees - Click here to view the “EEO is the Law” poster and supplement and the Pay Transparency Policy Statement.If the links do not work, please copy and paste the following URLs in a new browser window: https://www.dol.gov/agencies/ofccp/posters to access the three posters.Salary Range: $70,000.00 to $135,000.00 annually + bonus + benefitsThe above represents the expected salary range for this job requisition. Ultimately, in determining your pay, we'll consider your location, experience, and other job-related factors.","Phoenix, AZ",hybrid,Full-time,Not Applicable,Information Technology,Financial Services,,22/11/2022,https://www.linkedin.com/jobs/view/data-analyst-at-american-express-3364457211?refId=z2FZBrJwDIv1hNhxpjn5fg%3D%3D&trackingId=MmethubQtMAULscAzkaAJg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,HyperCode LLC,"Job Title: Data AnalystLocation:  Remote, USADuration: 12 MonthsJob Description: Data AnalystJob Description Hyper code is seeking a savvy, detail-oriented individual for an Data Analyst opening for a growing consulting firm in downtown Chicago! This prestigious company is going through growth and expanding their data operations team.  As an Data Analyst, you will have the opportunity to work in multiple departments and assist with the data analysis and coordinator between consulting functions. It is a great opportunity to expand your skill set and learn about the ins and outs of the consulting industry.Data Analyst Responsibilities Utilize Excel skills to organize and manage complex dataUtilize analytical skills to manage an employee dashboard and conduct audits as necessaryCommunicate with internal departments to development improvements on processes and proceduresSchedule meetings amongst consultantsCreate presentations for leadership Data Analyst Requirements BA degree or higher required1-2 years of operations or data management experience, preferably within a corporate office settingStrong proficiency in the Microsoft Excel and SQL, power Bi, Tableau, Python, Microsoft excel, snowflake Professional presentation and superior verbal and written communication skills This Data Analyst position is an excellent opportunity for anyone seeking a career path in analytics while looking for a collaborative and inclusive work environment.  If you are interested in being considered for this Data Analyst role, please apply today!  Thank you,","Illinois, United States",remote,Full-time,,,,,23/11/2022,https://www.linkedin.com/jobs/view/data-analyst-at-hypercode-llc-3367051304?refId=SQejusk%2BFROxsFXcfp9Brg%3D%3D&trackingId=f5phLn%2FEeIODiyNfzvadPw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Analyst (Global Data and Analytics),Circle K,"Company SummaryAlimentation Couche-Tard Inc. (“Couche-Tard”) operates a worldwide network of 14,500 stores across North America, Europe, and Asia and employs more than 120,000 people globally. Alimentation Couche-Tard brands include Circle-K, Mac’s, and Ingo and generated revenues of $54 billion in the fiscal year ending April 2020.In Fortune’s 2020 Global Fortune 500 listing, the magazine ranked Couche-Tard #183.Job SummaryAs a member of the Global Analytics & Insights Team, Analyst is an everyday partner of multiple departments, including Global Marketing, Category Management, Shared Services & Finance, Global Technology, and Business Unit Leadership.The Analyst is responsible for completing analytical and operational inquiries by developing thoughtful, and thorough practical analyses and reports to inform decisions and support business needs. Results must be highly polished and suitable for internal and external presentation. The Analyst to the Manager of Analytics.Responsibilities/AccountabilitiesAnalyze sales & marketing programs and transactional customer data to identify causal relationships between sales & marketing initiatives and both store and customer profitability; perform ROI analysis that assists in optimizing marketing spend.Conduct operational analyses in the areas of marketing, merchandising, food & beverage, and other areas of the business as needed.Analyze in-market strategic initiatives and business performance using test and control analytics, benchmarking, statistical concepts, and financial measures to guide decision making by brand and sales teams.Work closely with senior marketing and merchandising executives, category managers and Business Unit Leadership to enhance business performance.Constructively challenge the status quo to advance and evolve how Circle K thinks about, and executes Pricing and Promotions, given internal and external / environmental trends.Generate ad-hoc reporting and analysis as required.Other duties as assigned.Knowledge, Skills And Other Qualifications RequiredIntermediate skill level with enterprise reporting systems and relational database management systems preferred.Knowledge of SQL programming fundamentals and statistical analysis tools preferred.Proficient in all Microsoft Office applications.Able to learn and utilize additional analytics tools (e.g., R, Python, Microsoft Power BI, etc.) as needed.Experience with Business Intelligence software, general ledger and point of sale applications preferred.Education/Training RequiredBachelor’s degree required, preferably with quantitative focus (Economics, Finance, Math, Stats, Analytics)Circle K is an Equal Opportunity Employer.The Company complies with the Americans with Disabilities Act (the ADA) and all state and local disability laws. Applicants with disabilities may be entitled to a reasonable accommodation under the terms of the ADA and certain state or local laws as long as it does not impose an undue hardship on the Company. Please inform the Company’s Human Resources Representative if you need assistance completing any forms or to otherwise participate in the application process.Click below to review information about our company's use of the federal E-Verify program to check work eligibility:In EnglishIn SpanishR275417","Tempe, AZ",onsite,Full-time,Mid-Senior level,Information Technology,Retail Gasoline,,23/11/2022,https://www.linkedin.com/jobs/view/analyst-global-data-and-analytics-at-circle-k-3371237584?refId=7aKV74baVvH%2FRwNOmaw%2ByA%3D%3D&trackingId=Uc02YUAPzbqPN2sMDEdlFg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - (Remote - US),Mediavine,"DescriptionMediavine is seeking a Data Analyst to join our Engineering team. We are looking for someone who enjoys solving interesting problems and wants to work with a small team of talented engineers on a product used by thousands of publishers. Applicants must be based in the United States.About MediavineMediavine is a fast-growing advertising management company representing over 8,000 websites in the food, lifestyle, DIY, and entertainment space. Founded by content creators, for content creators, Mediavine is a Top 20 Comscore property, exclusively reaching over 125 million monthly unique visitors. With best-in-class technology and a commitment to traffic quality and brand safety, we ensure optimal performance for our creators.Mission & CultureWe help content creators build sustainable businesses. From educational tools and cutting-edge plugins to ad technology that maximizes earnings without slowing down your site, our motivation is ensuring your brand and business grow in every respect.We are striving to build an inclusive and diverse team of highly talented individuals that reflects the industries we serve and the world we live in. We are committed to creating a culture where everyone feels welcomed. We are looking for individuals that will challenge us to continuously evolve and make Mediavine the employer of choice for people of all backgrounds. We strongly encourage minorities and individuals from underrepresented groups in technology to apply for this position.Diversity and inclusion aren't platitudes to us; we take them seriously.Position Title & OverviewThe Data & Analytics team consists of data analysts, data engineers and analytics engineers working to build the most effective platform and tools to help uncover opportunities and make decisions with data here at Mediavine. We partner with Product, Support, Ad Operations and other teams within the Engineering department to understand behavior, develop accurate predictors and build solutions that provide the best internal and external experience possible.The Data Analyst role will be assisting the analysts in their support of the business and helping to guide the direction through data based decisions. They will provide support in developing analytical processes and make use of data in meaningful ways that produce positive results.Our current analytics toolkit consists of Tableau, Metabase and dbt running on top of a Snowflake data warehouse. We are exploring new BI tools and expect this position to add value in the implementation of this tool.Essential ResponsibilitiesWork collaboratively with the product, support, engineering and ad ops to develop analytic monitoring and measurement tools that meet immediate needs Develop self service tools that allow internal users to answer the next question beyond the initial ask Assist on assigned projects through all phaseIncrease the company’s analytical ability and comfort level through approachable analyses for non-analytical stakeholders and audience specific guidanceCreate visualizations to monitor business performance and uncover interesting trends for investigationCommunicating requirements to the data engineering members of the team to make sure the platform can support the business needsLead anomaly investigation helping other teams identify root cause and present findingsDefine and create exception based alerting that is meaningful for specific audiences along with investigation and remediation stepsComfortably test and critique the process we use for exploratory data analysis and A/B testing. This includes helping stakeholders decide on testing strategy, generating baselines, approximating sample sizes and performing analysis of test resultsWork with data engineers and analytics engineers to standardize transformation logic in the dbt layer for consistency and ease of exploration by end usersAdhere to data analysis code best practices and analysis standardsRequirementsLocation: Applicants must be based in the United States.You Have:4+ years of experience in a data analyst roleExtremely strong SQL skills (CTEs, window functions, optimization)Experience with one or more major BI tools like Tableau, Looker, PowerBI, etc. (Domo preferred) Experience using machine learning techniques (NLP, regression, k-nearest neighbors)Comfortable working with multi-TB cloud data warehouses (Big Query, Snowflake, Redshift)Knowledge of Ad Tech, Google Ad Manager and all of it’s fun quirks (so fun)Nice to haves:Experience with web analysis such as creating product funnels, user behavior, and pathsExperience with designing and analyzing experiments including but not limited to A/B testingExperience with R or Python for creating data models or data manipulationThe ability to make your teammates laugh (it wouldn’t hurt if you were fun to work with is what I’m saying)Familiarity with event tracking systems (NewRelic, Snowplow, etc)Experience with dbt and SnowflakeBenefitsRemote work environmentTravel opportunities (remember those!?)Comprehensive benefits including 401k, Health, Dental, and Vision insuranceLearning allowanceGenerous Vacation/Time off policiesAdditional side benefits such as home-office upgrades, tuition reimbursement, paid gym memberships and wellness retreats, upgraded flights, cool swag and moreCompany match charitable donationsMediavine is an Equal Opportunity Employer","Charlotte, NC",remote,Full-time,Entry level,Information Technology,"Technology, Information and Internet",,23/11/2022,https://www.linkedin.com/jobs/view/data-analyst-remote-us-at-mediavine-3371288044?refId=0hsVOELoOBVhiPP2%2B0eZBg%3D%3D&trackingId=K5iegshTGKx%2FOAP0E3YihA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Proven Recruiting,"Data AnalystMust be local to Dallas*What you'll do:Work in SQL for data preparation Work with development team to resolve data issues or constraints Develop self-service reporting, along with support Requirements:2 years of experience in SQL programming Experience in Python scripting and queries Experience with ETL tools and SQL processes to debug Please respond directly to this ad or email a resume to mhuffman@provenrecruiting.com","Dallas, TX",onsite,Full-time,Associate,Information Technology,Staffing and Recruiting,,23/11/2022,https://www.linkedin.com/jobs/view/data-analyst-at-proven-recruiting-3371292258?refId=PCWTfTCT%2FimJ0RLK2JZYMw%3D%3D&trackingId=L8Kag%2BrJ7iX3zdE%2B9mi9AQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
